RECENT EARTHQUAKES IN TURKEY
KOERI REGIONAL EARTHQUAKE-TSUNAMI MONITORING CENTER
(QUICK EPICENTER DETERMINATIONS)
                                                        Magnitude
Date       Time      Latit(N)  Long(E)   Depth(km)     MD   ML   Mw    Region
2022.03.28 05:39:43  36.0840   31.1717        9.9      -.-  3.1  3.2   MEDITERRANEAN SEA                                 Quick
2022.03.28 05:38:13  37.0043   28.3860        2.4      -.-  1.4  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.28 05:11:06  34.8943   23.0895        7.0      -.-  2.2  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.28 04:46:14  40.9380   33.8322       17.4      -.-  2.3  -.-   DAGARDI-TOSYA (KASTAMONU)                         Quick
2022.03.28 04:44:31  39.8743   41.4027        8.7      -.-  2.4  -.-   GERDEKKAYA-PASINLER (ERZURUM)                     Quick
2022.03.28 04:38:46  37.0402   28.5780        5.3      -.-  1.1  -.-   BALCILAR-KOYCEGIZ (MUGLA)                         Quick
2022.03.28 04:12:00  39.8470   39.0653        5.6      -.-  2.4  -.-   CALIKLAR-KEMAH (ERZINCAN)                         Quick
2022.03.28 03:55:27  37.0498   28.4450        5.0      -.-  1.0  -.-   ELMALI-ULA (MUGLA)                                Quick
2022.03.28 03:51:27  39.2243   40.2182        8.5      -.-  2.0  -.-   ZEYNELLI-YAYLADERE (BINGOL)                       Quick
2022.03.28 03:28:53  34.9948   25.1910        7.5      -.-  1.6  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.28 03:22:36  39.4377   27.8863       11.3      -.-  1.2  -.-   KUSKAYA-(BALIKESIR)                               Quick
2022.03.28 03:17:54  39.4843   27.8475        3.0      -.-  1.8  -.-   TURKALI-(BALIKESIR)                               Quick
2022.03.28 03:06:45  38.4275   23.4835        5.0      -.-  3.1  -.-   YUNANISTAN                                        Quick
2022.03.28 02:31:29  40.4742   37.2897       13.3      -.-  1.4  -.-   YOLUSTU-RESADIYE (TOKAT)                          Quick
2022.03.28 01:58:51  37.0343   28.3913        5.0      -.-  1.0  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.03.28 01:49:39  36.2290   29.1607       27.5      -.-  1.4  -.-   GELEMIS-KAS (ANTALYA)                             Quick
2022.03.28 01:39:00  39.3982   37.5600        5.0      -.-  2.5  -.-   TATLIPINAR-KANGAL (SIVAS)                         Quick
2022.03.28 01:37:47  34.7343   25.0542       21.3      -.-  1.7  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.28 01:17:49  34.6640   25.1542       21.0      -.-  2.0  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.28 01:08:29  38.2487   27.8900        5.2      -.-  1.5  -.-   KOSELER-ODEMIS (IZMIR)                            Quick
2022.03.28 00:34:19  38.3225   38.8917       21.2      -.-  2.4  -.-   UZUNHUSEYIN-KALE (MALATYA)                        Quick
2022.03.27 23:41:01  39.4017   37.5958        1.4      -.-  1.8  -.-   ELALIBEY-KANGAL (SIVAS)                           Quick
2022.03.27 23:09:59  38.3103   38.8623       19.5      -.-  1.9  -.-   CIGIRLI-PUTURGE (MALATYA)                         Quick
2022.03.27 22:59:17  37.0328   28.3893        1.8      -.-  1.0  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.27 22:48:36  38.0467   27.2718       13.2      -.-  1.4  -.-   GOLOVA-MENDERES (IZMIR)                           Quick
2022.03.27 22:30:23  36.1650   28.4348       12.7      -.-  1.3  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.27 22:04:17  37.9317   26.7268       12.5      -.-  1.1  -.-   AEGEAN SEA                                        Quick
2022.03.27 21:43:37  37.8642   27.1270       15.0      -.-  0.7  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.27 21:22:16  35.0720   26.8353        6.5      -.-  2.1  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.27 19:56:04  38.6122   39.8160       15.4      -.-  1.7  -.-   KEKLIKDERE-PALU (ELAZIG)                          Quick
2022.03.27 19:46:54  38.0052   29.0397       12.9      -.-  1.7  -.-   GOLEMEZLI-AKKOY (DENIZLI)                         Quick
2022.03.27 19:42:58  40.7388   31.4943        5.1      -.-  1.6  -.-   YUMRUKAYA-(BOLU)                                  Quick
2022.03.27 19:16:25  37.8570   27.5688        5.2      -.-  1.3  -.-   MURSALLI-GERMENCIK (AYDIN)                        Quick
2022.03.27 19:14:54  37.8020   27.6048       27.2      -.-  1.8  -.-   KARAAGACLI-GERMENCIK (AYDIN)                      Quick
2022.03.27 19:12:40  39.3408   38.7902        7.5      -.-  1.8  -.-   KAPIKAYA-ILIC (ERZINCAN)                          Quick
2022.03.27 19:00:43  36.8473   28.0558        6.8      -.-  1.7  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 18:47:38  36.8708   28.0707        5.0      -.-  1.1  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 18:46:01  37.3788   30.3015       93.2      -.-  1.4  -.-   YUREGIL-BUCAK (BURDUR)                            Quick
2022.03.27 18:39:17  38.8112   27.0528        7.3      -.-  1.8  -.-   CORAKLAR-ALIAGA (IZMIR)                           Quick
2022.03.27 18:29:57  37.8883   27.5520       12.2      -.-  1.6  -.-   KIZILCAPINAR-GERMENCIK (AYDIN)                    Quick
2022.03.27 18:29:09  36.8322   28.0523       24.2      -.-  1.3  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 18:28:20  35.0963   26.7923        5.0      -.-  2.1  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.27 18:27:16  37.8875   27.5542        1.1      -.-  1.7  -.-   KIZILCAPINAR-GERMENCIK (AYDIN)                    Quick
2022.03.27 18:18:41  38.8242   27.0563       14.4      -.-  3.0  -.-   CORAKLAR-ALIAGA (IZMIR)                           Quick
2022.03.27 18:06:20  38.8107   27.0560        8.7      -.-  2.0  -.-   CORAKLAR-ALIAGA (IZMIR)                           Quick
2022.03.27 18:03:21  38.4988   26.9363       28.7      -.-  1.1  -.-   IZMIR KORFEZI (AEGEAN SEA)                        Quick
2022.03.27 17:40:15  38.6537   27.1570       10.3      -.-  2.8  -.-   IGNEDERE-MENEMEN (IZMIR)                          Quick
2022.03.27 17:32:30  38.4040   23.3757        5.0      -.-  3.7  -.-   YUNANISTAN                                        Quick
2022.03.27 17:07:49  35.7758   25.6005       11.5      -.-  3.3  3.3   MEDITERRANEAN SEA                                 Quick
2022.03.27 16:59:31  38.2848   38.6990        5.0      -.-  1.9  -.-   KAMISTAS-(MALATYA)                                Quick
2022.03.27 16:47:16  42.1340   24.8560        4.3      -.-  2.3  -.-   BULGARISTAN                                       Quick
2022.03.27 16:35:20  35.3487   25.2853       10.3      -.-  1.6  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.27 15:59:40  35.3943   26.2832        9.6      -.-  2.0  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.27 15:52:45  37.0987   28.4820        2.5      -.-  1.5  -.-   CICEKLI-ULA (MUGLA)                               Quick
2022.03.27 14:15:57  37.0858   28.3937       13.6      -.-  1.4  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.27 13:59:46  37.0812   28.3803        6.3      -.-  3.4  3.5   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.27 12:37:57  37.1050   28.4125       13.4      -.-  1.6  -.-   ULA (MUGLA)                                       Quick
2022.03.27 11:14:40  39.1157   29.4737        6.2      -.-  2.0  -.-   YUNUSLAR-GEDIZ (KUTAHYA)                          Quick
2022.03.27 10:39:49  35.2302   27.2238        5.1      -.-  2.8  -.-   MEDITERRANEAN SEA                                 REVISE01   (2022.03.27 10:39:49)
2022.03.27 09:26:07  37.0133   28.1055        5.4      -.-  2.1  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 09:10:09  34.4878   25.4973       19.2      -.-  2.1  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.27 08:57:58  36.9593   27.6103       10.9      -.-  1.5  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 08:21:08  36.9753   27.6255        9.1      -.-  3.1  3.0   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 08:19:49  39.0020   37.3848        0.0      -.-  1.7  -.-   TURNALI-KANGAL (SIVAS)                            Quick
2022.03.27 07:54:23  41.1632   34.2598        5.0      -.-  3.1  3.1   SUNLUK-KARGI (CORUM)                              Quick
2022.03.27 07:26:58  38.4010   39.1232        5.9      -.-  3.3  3.4   KAMISLIK-SIVRICE (ELAZIG)                         Quick
2022.03.27 07:08:08  37.0043   28.3917        4.7      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.27 06:17:09  37.6065   29.1863        0.0      -.-  1.3  -.-   SARIABAT-TAVAS (DENIZLI)                          Quick
2022.03.27 06:15:33  38.2635   38.8125        5.0      -.-  1.6  -.-   KARSIYAKA-PUTURGE (MALATYA)                       Quick
2022.03.27 06:07:37  35.1193   25.1332       19.0      -.-  1.5  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.27 05:54:40  38.3570   42.3302        5.4      -.-  1.8  -.-   YAYALAR-(BITLIS)                                  Quick
2022.03.27 05:05:53  37.8903   26.9717        5.0      -.-  1.5  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.27 04:58:29  36.9808   27.7288        3.3      -.-  1.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.27 04:43:22  36.9953   28.3683        5.0      -.-  1.2  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.27 03:12:36  36.6755   27.1367       10.0      -.-  1.5  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.03.27 02:47:15  35.0128   25.0893       28.7      -.-  1.7  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.27 02:30:50  38.3958   26.1055       18.8      -.-  1.2  -.-   SAKIZ ADASI (AEGEAN SEA)                          Quick
2022.03.27 02:14:57  40.1570   31.7105        3.2      -.-  2.3  -.-   SEKLI-BEYPAZARI (ANKARA)                          Quick
2022.03.27 01:42:56  37.2047   35.9673       10.6      -.-  1.3  -.-   CEYHANBEKIRLI-CEYHAN (ADANA)                      Quick
2022.03.27 01:39:01  37.0623   28.4310        2.0      -.-  1.4  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.03.27 01:21:46  37.9742   25.9000       10.0      -.-  1.9  -.-   AEGEAN SEA                                        Quick
2022.03.27 01:16:40  34.2573   26.2192      168.2      -.-  1.9  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.27 01:13:17  36.8747   28.1020        2.3      -.-  1.2  -.-   HISARONU-MARMARIS (MUGLA)                         Quick
2022.03.27 01:10:54  36.8452   28.0683       10.4      -.-  1.5  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.26 21:48:27  38.0118   37.5955        2.0      -.-  3.0  -.-   GOVDELI-DOGANSEHIR (MALATYA)                      Quick
2022.03.26 21:28:24  37.0150   28.3793        5.0      -.-  1.0  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.26 21:09:38  37.0075   28.4390       11.8      -.-  1.1  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.03.26 20:36:47  39.7543   40.7838        5.0      -.-  1.4  -.-   TURAC-ASKALE (ERZURUM)                            Quick
2022.03.26 19:47:37  37.0033   28.3932       12.8      -.-  1.2  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.26 19:39:19  37.0225   28.4205        8.1      -.-  1.5  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.03.26 18:11:01  36.4263   28.4398        5.0      -.-  1.6  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.26 17:19:33  40.6178   27.7842       12.7      -.-  1.5  -.-   ASMALI-MARMARA (BALIKESIR)                        Quick
2022.03.26 16:46:43  40.1123   31.7382        2.5      -.-  1.9  -.-   CANTIRLI-BEYPAZARI (ANKARA)                       Quick
2022.03.26 16:07:44  37.7045   33.3058        5.3      -.-  1.6  -.-   AKCAYAZI-KARAPINAR (KONYA)                        Quick
2022.03.26 15:14:59  39.5693   38.3675       19.4      -.-  1.8  -.-   AGILDERE-ILIC (ERZINCAN)                          Quick
2022.03.26 14:32:39  39.9070   42.8480        5.6      -.-  1.6  -.-   AKYUMAK-ELESKIRT (AGRI)                           Quick
2022.03.26 13:11:01  37.8393   29.8152        9.2      -.-  1.2  -.-   SARIKAVAK-DAZKIRI (AFYONKARAHISAR)                Quick
2022.03.26 13:06:58  37.5740   35.3290       12.6      -.-  1.1  -.-   KABASAKAL-ALADAG (ADANA)                          Quick
2022.03.26 12:04:00  37.2867   31.9048        0.0      -.-  2.2  -.-   SUSUZ-SEYDISEHIR (KONYA)                          Quick
2022.03.26 11:12:30  39.4535   39.9977        2.5      -.-  1.8  -.-   HASANGAZI-PULUMUR (TUNCELI)                       Quick
2022.03.26 11:00:33  41.3277   44.2083       54.5      -.-  2.6  -.-   GURCISTAN                                         Quick
2022.03.26 10:53:20  36.9578   27.5075       11.9      -.-  2.0  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.26 10:47:27  37.0692   28.3408        6.1      -.-  1.8  -.-   AKYAKA-ULA (MUGLA)                                Quick
2022.03.26 10:29:37  39.9478   42.5723        7.8      -.-  2.3  -.-   KAYALIBOGAZ-SARIKAMIS (KARS)                      Quick
2022.03.26 10:03:26  36.2253   33.7403        0.0      -.-  1.2  -.-   AKDERE-SILIFKE (MERSIN)                           Quick
2022.03.26 10:02:41  37.0685   28.3617       12.1      -.-  1.5  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.03.26 09:54:19  36.1765   33.7553        0.0      -.-  1.2  -.-   AKDERE-SILIFKE (MERSIN)                           Quick
2022.03.26 09:53:49  36.1877   33.7172        0.0      -.-  1.2  -.-   YESILOVACIK-SILIFKE (MERSIN)                      Quick
2022.03.26 08:24:03  38.8283   40.1550        6.8      -.-  2.2  -.-   ISAAGAMEZRASI-KOVANCILAR (ELAZIG)                 Quick
2022.03.26 06:45:22  36.2227   27.8127        6.5      -.-  1.8  -.-   RODOS ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.26 06:13:49  38.4348   31.0847        8.1      -.-  1.9  -.-   YARIKKAYA-YALVAC (ISPARTA)                        Quick
2022.03.26 06:11:22  37.4867   38.4593        4.3      -.-  1.9  -.-   KIRMACIK-SAMSAT (ADIYAMAN)                        Quick
2022.03.26 05:28:53  37.0710   28.3605        6.0      -.-  1.7  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.26 03:55:11  37.0128   28.4135       11.0      -.-  1.5  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.03.26 03:34:24  36.9960   28.3705        5.0      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.26 02:39:46  37.8827   28.4287        8.7      -.-  1.7  -.-   PIRLIBEY-NAZILLI (AYDIN)                          Quick
2022.03.26 01:54:16  38.3255   31.0198        5.7      -.-  1.4  -.-   CELEPTAS-YALVAC (ISPARTA)                         Quick
2022.03.26 00:10:06  36.9540   27.2472       15.0      -.-  1.6  -.-   AKYARLAR-BODRUM (MUGLA)                           Quick
2022.03.25 23:35:21  38.8112   31.5520        5.4      -.-  1.8  -.-   LEYLEKLI-EMIRDAG (AFYONKARAHISAR)                 Quick
2022.03.25 23:10:04  38.4350   31.1093        5.1      -.-  1.3  -.-   CAKIRCAL-YALVAC (ISPARTA)                         Quick
2022.03.25 22:33:43  39.9900   37.5790        7.2      -.-  2.3  -.-   ILICA-ZARA (SIVAS)                                Quick
2022.03.25 22:16:58  37.1092   28.3727       13.4      -.-  1.4  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.25 22:00:35  39.4638   23.8520        4.8      -.-  2.7  -.-   YUNANISTAN                                        Quick
2022.03.25 21:42:07  38.9382   26.1702        8.2      -.-  2.1  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.25 21:17:24  38.6793   43.1907        6.4      -.-  1.8  -.-   MOLLAKASIM-(VAN)                                  Quick
2022.03.25 21:10:22  38.8612   26.6378        9.9      -.-  2.2  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.25 20:07:40  38.9670   42.0542        7.7      -.-  2.0  -.-   MOLLAKENT-BULANIK (MUS)                           Quick
2022.03.25 19:28:44  36.8420   28.0893       18.4      -.-  0.9  -.-   HISARONU-MARMARIS (MUGLA)                         Quick
2022.03.25 19:09:28  36.7653   28.0312        1.0      -.-  0.7  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 18:40:29  38.6627   43.1853       12.9      -.-  1.5  -.-   MOLLAKASIM-(VAN)                                  Quick
2022.03.25 18:36:13  38.9460   26.6783        9.4      -.-  2.8  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.25 18:05:02  38.6750   42.5637       12.5      -.-  1.7  -.-   ADABAG-TATVAN (BITLIS)                            Quick
2022.03.25 18:01:29  36.8232   27.9662        4.2      -.-  0.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 17:55:13  39.3965   27.7275       14.1      -.-  1.7  -.-   YUKARIDANISMENT-SAVASTEPE (BALIKESIR)             Quick
2022.03.25 17:03:18  38.6973   43.1997        5.3      -.-  1.7  -.-   AGARTI-(VAN)                                      Quick
2022.03.25 15:46:53  40.8258   31.1537        8.8      -.-  2.1  -.-   DUZCE                                             Quick
2022.03.25 15:44:25  36.4572   31.0982       30.0      -.-  3.4  -.-   ANTALYA KORFEZI (MEDITERRANEAN SEA)               Quick
2022.03.25 14:05:02  35.1773   25.3013        3.9      -.-  2.7  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.25 13:43:49  37.0648   28.3957        6.2      -.-  1.4  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.03.25 13:26:57  38.8878   43.6852        9.3      -.-  2.8  -.-   TOPUZARPA-MURADIYE (VAN)                          Quick
2022.03.25 12:37:47  36.1865   33.5595        0.0      -.-  0.8  -.-   BUYUKECELI-GULNAR (MERSIN)                        Quick
2022.03.25 11:49:18  36.1987   33.7072        0.0      -.-  0.9  -.-   YESILOVACIK-SILIFKE (MERSIN)                      Quick
2022.03.25 11:49:03  36.1855   33.6470        0.0      -.-  1.4  -.-   YESILOVACIK-SILIFKE (MERSIN)                      Quick
2022.03.25 11:41:37  37.8497   34.6392       15.1      -.-  1.3  -.-   KAYNARCA-BOR (NIGDE)                              Quick
2022.03.25 11:38:54  38.3302   38.8497       22.6      -.-  1.9  -.-   UYANIK-KALE (MALATYA)                             Quick
2022.03.25 11:33:47  37.9245   34.7275        0.0      -.-  1.1  -.-   NIGDE                                             Quick
2022.03.25 11:16:33  37.9740   27.6593        5.3      -.-  1.9  -.-   BASKOY-TIRE (IZMIR)                               Quick
2022.03.25 10:47:03  36.9387   27.6477        5.5      -.-  2.3  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 09:40:41  37.9617   27.5142       17.2      -.-  1.2  -.-   SELATIN-GERMENCIK (AYDIN)                         Quick
2022.03.25 09:06:52  38.0082   33.1155        0.0      -.-  1.3  -.-   YAGLIBAYAT-KARATAY (KONYA)                        Quick
2022.03.25 08:19:41  36.4697   34.1313        0.0      -.-  1.3  -.-   KIZKALESI-ERDEMLI (MERSIN)                        Quick
2022.03.25 07:59:58  39.8080   29.3598        6.5      -.-  1.8  -.-   CAYOREN-KELES (BURSA)                             Quick
2022.03.25 06:02:37  40.8238   33.0108        5.8      -.-  1.8  -.-   SUSUZ-ATKARACALAR (CANKIRI)                       Quick
2022.03.25 05:13:57  37.8703   26.9375        5.2      -.-  1.7  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.25 05:09:36  37.2823   34.4712        5.3      -.-  1.6  -.-   DELIMAHMUTLU-HALKAPINAR (KONYA)                   Quick
2022.03.25 04:54:37  37.0048   28.3662       10.4      -.-  1.8  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.25 04:36:42  36.8557   28.0843       12.5      -.-  1.2  -.-   HISARONU-MARMARIS (MUGLA)                         Quick
2022.03.25 04:00:17  40.4308   26.3780       11.8      -.-  1.5  -.-   SAROS KORFEZI (AEGEAN SEA)                        Quick
2022.03.25 03:33:35  40.6260   28.8690       10.5      -.-  1.6  -.-   ESENKOY-CINARCIK (YALOVA)                         Quick
2022.03.25 03:28:32  40.2965   42.1257       17.7      -.-  1.7  -.-   PARMAKDERE-SARIKAMIS (KARS)                       Quick
2022.03.25 03:15:38  37.8103   29.3795        6.5      -.-  2.4  -.-   ASAGIDAGDERE-HONAZ (DENIZLI)                      Quick
2022.03.25 03:10:03  38.9783   26.0540        9.6      -.-  2.6  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.25 03:03:41  37.8965   27.1517       17.4      -.-  2.0  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.25 03:00:55  38.3077   28.2555        9.4      -.-  2.1  -.-   OVACIK-KIRAZ (IZMIR)                              Quick
2022.03.25 02:51:39  36.9097   28.0262        5.1      -.-  1.7  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 02:48:20  39.8847   28.6342       22.5      -.-  2.0  -.-   FINDICAK-MUSTAFAKEMALPASA (BURSA)                 Quick
2022.03.25 02:47:04  36.8275   28.0105        5.0      -.-  1.4  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 02:18:51  39.2732   41.7875        8.9      -.-  2.0  -.-   HALILCAVUS-HINIS (ERZURUM)                        Quick
2022.03.25 01:41:31  36.8570   28.0488        3.8      -.-  1.9  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 01:28:14  36.8497   28.0445       10.9      -.-  2.0  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.25 01:17:04  40.3700   25.9245        7.5      -.-  2.2  -.-   KALEKOY-GOKCEADA (CANAKKALE)                      Quick
2022.03.25 00:59:00  39.0808   27.5175       10.1      -.-  1.5  -.-   ARPASEKI-KINIK (IZMIR)                            Quick
2022.03.25 00:47:24  39.2950   41.8290       19.9      -.-  1.8  -.-   BELLITAS-HINIS (ERZURUM)                          Quick
2022.03.25 00:28:47  39.4378   28.1922       11.3      -.-  1.2  -.-   OZGOREN-BIGADIC (BALIKESIR)                       Quick
2022.03.25 00:21:52  40.9600   43.7305        9.6      -.-  1.3  -.-   KAYADOVEN-AKYAKA (KARS)                           Quick
2022.03.24 23:09:43  36.8503   28.0527       11.3      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.24 23:04:56  36.8447   28.0358        4.5      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.24 22:47:24  36.9983   28.3753       12.6      -.-  0.8  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.24 22:35:24  39.1827   41.8063       18.5      -.-  1.2  -.-   DAGCAYIRI-HINIS (ERZURUM)                         Quick
2022.03.24 22:34:54  39.4470   41.7118       17.5      -.-  1.6  -.-   AKOREN-HINIS (ERZURUM)                            Quick
2022.03.24 22:28:25  39.2987   41.7953       19.3      -.-  1.4  -.-   YELPIZ-HINIS (ERZURUM)                            Quick
2022.03.24 22:18:12  40.8578   31.6478        5.0      -.-  1.7  -.-   CUKUROREN-(BOLU)                                  Quick
2022.03.24 21:35:07  40.3052   42.5117       18.7      -.-  1.4  -.-   HANDERE-SARIKAMIS (KARS)                          Quick
2022.03.24 21:22:07  36.9990   28.3693       16.1      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.24 20:51:58  37.0132   28.3910       14.0      -.-  1.6  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.24 19:37:41  40.6968   31.6870       14.1      -.-  1.3  -.-   DEMIRCILER-(BOLU)                                 Quick
2022.03.24 19:35:58  37.8858   26.9480        5.4      -.-  1.8  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.24 19:34:03  38.9620   26.1352       13.6      -.-  1.9  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.24 18:45:37  41.0500   34.0243       13.7      -.-  2.1  -.-   EKINCIK-TOSYA (KASTAMONU)                         Quick
2022.03.24 18:45:03  41.0573   34.0365       11.4      -.-  1.4  -.-   EKINCIK-TOSYA (KASTAMONU)                         Quick
2022.03.24 18:44:10  41.0613   33.9993       11.6      -.-  1.4  -.-   EKINCIK-TOSYA (KASTAMONU)                         Quick
2022.03.24 18:36:27  39.9513   27.2467       11.1      -.-  1.5  -.-   NEVRUZ-YENICE (CANAKKALE)                         Quick
2022.03.24 18:26:13  39.5345   25.9118        8.8      -.-  2.0  -.-   GULPINAR ACIKLARI-CANAKKALE (AEGEAN SEA)          Quick
2022.03.24 18:09:11  36.8665   28.0455        1.2      -.-  2.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.24 18:01:23  39.0065   27.8263        7.4      -.-  0.9  -.-   GOKCEAHMET-AKHISAR (MANISA)                       Quick
2022.03.24 17:53:55  39.1363   27.7478        5.3      -.-  1.2  -.-   SILEDIK-KIRKAGAC (MANISA)                         Quick
2022.03.24 17:18:43  40.7350   28.1292       12.1      -.-  1.5  -.-   MARMARA SEA                                       Quick
2022.03.24 17:18:16  40.7240   28.1165       16.3      -.-  1.7  -.-   MARMARA SEA                                       Quick
2022.03.24 16:06:34  37.8403   26.9247       17.1      -.-  1.2  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.24 15:52:09  37.0782   28.3777        6.5      -.-  1.9  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.24 14:59:52  35.1455   31.7893        2.4      -.-  2.9  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.24 14:36:23  41.0850   43.8788        5.0      -.-  3.5  3.6   ERMENISTAN                                        Quick
2022.03.24 14:35:45  38.4007   39.1165        5.1      -.-  1.7  -.-   KAMISLIK-SIVRICE (ELAZIG)                         Quick
2022.03.24 14:31:33  36.8448   28.0603        6.4      -.-  1.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.24 14:20:00  38.3057   28.2572        5.4      -.-  2.0  -.-   OVACIK-KIRAZ (IZMIR)                              Quick
2022.03.24 13:00:34  36.7255   36.4688        6.2      -.-  1.8  -.-   KATRANLIK-HASSA (HATAY)                           Quick
2022.03.24 12:44:13  36.3255   29.6488       11.8      -.-  1.4  -.-   SINNELI-KAS (ANTALYA)                             Quick
2022.03.24 12:44:00  38.9067   37.3743        5.0      -.-  1.6  -.-   DAYAKPINAR-GURUN (SIVAS)                          Quick
2022.03.24 10:47:25  36.1523   33.5613        0.0      -.-  1.1  -.-   BUYUKECELI-GULNAR (MERSIN)                        Quick
2022.03.24 10:41:04  40.0823   28.6605        6.9      -.-  2.8  -.-   DOGANALAN-MUSTAFAKEMALPASA (BURSA)                Quick
2022.03.24 10:40:00  40.0437   28.6340        5.3      -.-  2.1  -.-   KILLIK-MUSTAFAKEMALPASA (BURSA)                   Quick
